,damage taken,direction,encounter,month of departure
12326,21%,northbound,pirates,8/1401
12327,17%,southbound,pirates,9/1401
12328,25%,southbound,pirates,9/1401
12329,100%+,northbound,unknown,9/1401
12330,14%,northbound,pirates,9/1401
12331,55%,southbound,merpeople,9/1401
12332,20%,northbound,sharks,9/1401
12333,17%,southbound,harpy,9/1401
12334,91%,southbound,nessie,9/1401
12335,20%,northbound,sharks,9/1401
12336,58%,southbound,merpeople,9/1401
12337,8%,southbound,pirates,9/1401
12338,16%,southbound,pirates,9/1401
12339,21%,southbound,pirates,9/1401
12340,18%,southbound,pirates,9/1401
12341,16%,southbound,harpy,9/1401
12342,27%,southbound,pirates,9/1401
12343,16%,northbound,pirates,9/1401
12344,41%,northbound,merpeople,9/1401
12345,19%,northbound,sharks,9/1401
12346,29%,northbound,sharks,9/1401
12347,14%,northbound,harpy,9/1401
12348,79%,southbound,water elemental,9/1401
12349,22%,northbound,pirates,9/1401
12350,35%,southbound,sharks,9/1401
12351,18%,southbound,sharks,9/1401
12352,38%,southbound,pirates,9/1401
12353,56%,northbound,crabmonsters,9/1401
12354,100%+,southbound,unknown,9/1401
12355,74%,northbound,water elemental,9/1401
12356,71%,northbound,crabmonsters,9/1401
12357,32%,northbound,sharks,9/1401
12358,20%,southbound,sharks,9/1401
12359,60%,northbound,kraken,9/1401
12360,100%+,southbound,unknown,9/1401
12361,21%,southbound,sharks,9/1401
12362,35%,southbound,merpeople,9/1401
12363,32%,northbound,merpeople,9/1401
12364,21%,southbound,pirates,9/1401
12365,11%,southbound,sharks,9/1401
12366,16%,northbound,harpy,9/1401
12367,53%,northbound,pirates,9/1401
12368,31%,northbound,sharks,9/1401
12369,49%,northbound,kraken,9/1401
12370,21%,northbound,pirates,9/1401
12371,19%,southbound,sharks,9/1401
12372,68%,northbound,kraken,9/1401
12373,19%,northbound,sharks,9/1401
12374,14%,northbound,harpy,9/1401
12375,21%,southbound,pirates,9/1401
12376,25%,northbound,sharks,9/1401
12377,48%,northbound,merpeople,9/1401
12378,15%,southbound,pirates,9/1401
12379,81%,northbound,nessie,9/1401
12380,15%,northbound,pirates,9/1401
12381,22%,southbound,merpeople,9/1401
12382,65%,southbound,merpeople,9/1401
12383,64%,northbound,merpeople,9/1401
12384,92%,southbound,nessie,9/1401
12385,100%+,southbound,unknown,9/1401
12386,76%,northbound,water elemental,9/1401
12387,20%,southbound,pirates,9/1401
12388,33%,northbound,sharks,9/1401
12389,21%,northbound,pirates,9/1401
12390,16%,northbound,pirates,9/1401
12391,24%,northbound,sharks,9/1401
12392,24%,northbound,pirates,9/1401
12393,15%,northbound,pirates,9/1401
12394,100%+,southbound,unknown,9/1401
12395,32%,southbound,merpeople,9/1401
12396,56%,southbound,kraken,9/1401
12397,11%,northbound,sharks,9/1401
12398,50%,southbound,crabmonsters,9/1401
12399,11%,northbound,pirates,9/1401
12400,59%,southbound,kraken,9/1401
12401,18%,southbound,crabmonsters,9/1401
12402,15%,southbound,harpy,9/1401
12403,40%,northbound,kraken,9/1401
12404,100%+,southbound,unknown,9/1401
12405,39%,southbound,pirates,9/1401
12406,41%,southbound,pirates,9/1401
12407,37%,southbound,merpeople,9/1401
12408,21%,northbound,pirates,9/1401
12409,51%,northbound,kraken,9/1401
12410,81%,northbound,nessie,9/1401
12411,100%+,southbound,unknown,9/1401
12412,85%,southbound,water elemental,9/1401
12413,53%,southbound,kraken,9/1401
12414,20%,northbound,pirates,9/1401
12415,100%+,northbound,unknown,9/1401
12416,100%+,southbound,unknown,9/1401
12417,20%,southbound,merpeople,9/1401
12418,11%,southbound,harpy,9/1401
12419,11%,northbound,pirates,9/1401
12420,31%,southbound,sharks,9/1401
12421,46%,southbound,pirates,9/1401
12422,12%,southbound,sharks,9/1401
12423,76%,southbound,water elemental,9/1401
12424,16%,southbound,crabmonsters,9/1401
12425,34%,southbound,pirates,9/1401
12426,16%,northbound,crabmonsters,9/1401
12427,75%,southbound,water elemental,9/1401
12428,81%,northbound,water elemental,9/1401
12429,16%,northbound,pirates,9/1401
12430,76%,northbound,nessie,9/1401
12431,50%,southbound,merpeople,9/1401
12432,55%,northbound,kraken,9/1401
12433,98%,northbound,demon whale,9/1401
12434,38%,southbound,sharks,9/1401
12435,28%,southbound,merpeople,9/1401
12436,19%,southbound,pirates,9/1401
12437,85%,southbound,water elemental,9/1401
12438,33%,northbound,sharks,9/1401
12439,36%,southbound,merpeople,9/1401
12440,100%+,southbound,unknown,9/1401
12441,24%,northbound,sharks,9/1401
12442,60%,northbound,kraken,9/1401
12443,32%,southbound,pirates,9/1401
12444,26%,northbound,pirates,9/1401
12445,19%,southbound,merpeople,9/1401
12446,22%,northbound,pirates,9/1401
12447,28%,southbound,merpeople,9/1401
12448,56%,southbound,merpeople,9/1401
12449,4%,southbound,sharks,9/1401
12450,60%,southbound,merpeople,9/1401
12451,100%+,northbound,unknown,9/1401
12452,100%+,southbound,unknown,9/1401
12453,4%,northbound,sharks,9/1401
12454,83%,southbound,water elemental,9/1401
12455,100%+,northbound,unknown,9/1401
12456,100%+,northbound,unknown,9/1401
12457,11%,northbound,harpy,9/1401
12458,9%,southbound,pirates,9/1401
12459,17%,southbound,pirates,9/1401
12460,49%,northbound,merpeople,9/1401
12461,17%,southbound,pirates,9/1401
12462,17%,northbound,pirates,9/1401
12463,14%,northbound,sharks,9/1401
12464,27%,northbound,pirates,9/1401
12465,17%,northbound,sharks,9/1401
12466,100%+,northbound,unknown,9/1401
12467,39%,northbound,sharks,9/1401
12468,76%,northbound,water elemental,9/1401
12469,22%,southbound,sharks,9/1401
12470,17%,southbound,sharks,9/1401
12471,14%,southbound,harpy,9/1401
12472,80%,southbound,nessie,9/1401
12473,28%,northbound,merpeople,9/1401
12474,85%,southbound,nessie,9/1401
12475,25%,northbound,merpeople,9/1401
12476,100%+,southbound,unknown,9/1401
12477,21%,northbound,pirates,9/1401
12478,84%,northbound,water elemental,9/1401
12479,100%+,northbound,unknown,9/1401
12480,82%,northbound,water elemental,9/1401
12481,74%,northbound,water elemental,9/1401
12482,55%,northbound,merpeople,9/1401
12483,50%,southbound,kraken,9/1401
12484,40%,northbound,merpeople,9/1401
12485,24%,northbound,merpeople,9/1401
12486,100%+,southbound,unknown,9/1401
12487,51%,northbound,merpeople,9/1401
12488,45%,southbound,kraken,9/1401
12489,58%,northbound,kraken,9/1401
12490,84%,southbound,nessie,9/1401
12491,60%,southbound,kraken,9/1401
12492,76%,southbound,water elemental,9/1401
12493,17%,southbound,harpy,9/1401
12494,9%,northbound,harpy,9/1401
12495,17%,northbound,pirates,9/1401
12496,85%,southbound,water elemental,9/1401
12497,100%+,northbound,unknown,9/1401
12498,41%,southbound,kraken,9/1401
12499,100%+,southbound,unknown,9/1401
12500,22%,northbound,sharks,9/1401
12501,100%+,northbound,unknown,9/1401
12502,100%+,northbound,unknown,9/1401
12503,15%,northbound,crabmonsters,9/1401
12504,66%,northbound,kraken,9/1401
12505,47%,southbound,merpeople,9/1401
12506,52%,southbound,merpeople,9/1401
12507,83%,northbound,nessie,10/1401
12508,58%,southbound,kraken,10/1401
12509,10%,southbound,harpy,10/1401
12510,23%,southbound,pirates,10/1401
12511,76%,northbound,water elemental,10/1401
12512,84%,northbound,water elemental,10/1401
12513,18%,northbound,pirates,10/1401
12514,76%,northbound,water elemental,10/1401
12515,16%,northbound,pirates,10/1401
12516,30%,southbound,pirates,10/1401
12517,29%,southbound,sharks,10/1401
12518,19%,northbound,pirates,10/1401
12519,42%,southbound,merpeople,10/1401
12520,25%,northbound,sharks,10/1401
12521,19%,southbound,pirates,10/1401
12522,80%,northbound,water elemental,10/1401
12523,19%,northbound,harpy,10/1401
12524,11%,southbound,sharks,10/1401
12525,13%,northbound,sharks,10/1401
12526,4%,southbound,harpy,10/1401
12527,59%,southbound,merpeople,10/1401
12528,27%,southbound,pirates,10/1401
12529,87%,northbound,merpeople,10/1401
12530,69%,southbound,nessie,10/1401
12531,7%,southbound,pirates,10/1401
12532,23%,southbound,pirates,10/1401
12533,18%,southbound,harpy,10/1401
12534,18%,northbound,sharks,10/1401
12535,77%,northbound,crabmonsters,10/1401
12536,20%,southbound,harpy,10/1401
12537,16%,southbound,sharks,10/1401
12538,47%,northbound,merpeople,10/1401
12539,89%,southbound,nessie,10/1401
12540,20%,southbound,pirates,10/1401
12541,33%,southbound,sharks,10/1401
12542,27%,southbound,sharks,10/1401
12543,22%,northbound,harpy,10/1401
12544,24%,northbound,sharks,10/1401
12545,19%,northbound,harpy,10/1401
12546,11%,southbound,pirates,10/1401
12547,22%,southbound,sharks,10/1401
12548,76%,northbound,water elemental,10/1401
12549,36%,northbound,sharks,10/1401
12550,90%,southbound,nessie,10/1401
12551,51%,northbound,kraken,10/1401
12552,21%,southbound,pirates,10/1401
12553,47%,southbound,merpeople,10/1401
12554,17%,northbound,harpy,10/1401
12555,20%,northbound,pirates,10/1401
12556,68%,southbound,kraken,10/1401
12557,37%,northbound,sharks,10/1401
12558,23%,northbound,merpeople,10/1401
12559,100%+,northbound,unknown,10/1401
12560,80%,southbound,water elemental,10/1401
12561,24%,southbound,sharks,10/1401
12562,36%,southbound,merpeople,10/1401
12563,12%,northbound,crabmonsters,10/1401
12564,29%,northbound,pirates,10/1401
12565,87%,southbound,nessie,10/1401
12566,80%,southbound,water elemental,10/1401
12567,17%,northbound,harpy,10/1401
12568,85%,northbound,water elemental,10/1401
12569,20%,northbound,pirates,10/1401
12570,83%,northbound,water elemental,10/1401
12571,14%,southbound,pirates,10/1401
12572,20%,southbound,pirates,10/1401
12573,18%,southbound,harpy,10/1401
12574,84%,southbound,demon whale,10/1401
12575,55%,northbound,kraken,10/1401
12576,11%,southbound,pirates,10/1401
12577,100%+,northbound,unknown,10/1401
12578,19%,northbound,pirates,10/1401
12579,29%,southbound,pirates,10/1401
12580,7%,northbound,pirates,10/1401
12581,13%,northbound,sharks,10/1401
12582,40%,southbound,merpeople,10/1401
12583,100%+,northbound,unknown,10/1401
12584,64%,southbound,kraken,10/1401
12585,12%,northbound,pirates,10/1401
12586,37%,southbound,sharks,10/1401
12587,83%,northbound,merpeople,10/1401
12588,35%,southbound,sharks,10/1401
12589,21%,southbound,sharks,10/1401
12590,50%,southbound,merpeople,10/1401
12591,23%,northbound,sharks,10/1401
12592,44%,southbound,sharks,10/1401
12593,16%,southbound,sharks,10/1401
12594,100%+,southbound,unknown,10/1401
12595,55%,southbound,merpeople,10/1401
12596,53%,southbound,kraken,10/1401
12597,35%,southbound,merpeople,10/1401
12598,53%,southbound,kraken,10/1401
12599,100%+,northbound,unknown,10/1401
12600,19%,northbound,pirates,10/1401
12601,34%,northbound,sharks,10/1401
12602,24%,southbound,sharks,10/1401
12603,58%,northbound,kraken,10/1401
12604,72%,southbound,merpeople,10/1401
12605,11%,southbound,harpy,10/1401
12606,22%,northbound,crabmonsters,10/1401
12607,74%,southbound,water elemental,10/1401
12608,18%,southbound,harpy,10/1401
12609,100%+,southbound,unknown,10/1401
12610,13%,southbound,pirates,10/1401
12611,84%,northbound,water elemental,10/1401
12612,35%,northbound,sharks,10/1401
12613,74%,northbound,water elemental,10/1401
12614,58%,southbound,kraken,10/1401
12615,58%,northbound,kraken,10/1401
12616,97%,southbound,merpeople,10/1401
12617,76%,northbound,water elemental,10/1401
12618,9%,northbound,pirates,10/1401
12619,19%,southbound,sharks,10/1401
12620,40%,northbound,sharks,10/1401
12621,15%,northbound,harpy,10/1401
12622,3%,southbound,harpy,10/1401
12623,11%,southbound,pirates,10/1401
12624,84%,northbound,water elemental,10/1401
12625,100%+,southbound,unknown,10/1401
12626,4%,southbound,crabmonsters,10/1401
12627,21%,northbound,pirates,10/1401
12628,17%,northbound,sharks,10/1401
12629,18%,southbound,pirates,10/1401
12630,26%,northbound,merpeople,10/1401
12631,17%,southbound,pirates,10/1401
12632,32%,southbound,pirates,10/1401
12633,76%,northbound,water elemental,10/1401
12634,19%,southbound,pirates,10/1401
12635,100%+,southbound,unknown,10/1401
12636,17%,southbound,sharks,10/1401
12637,91%,northbound,merpeople,10/1401
12638,73%,northbound,nessie,10/1401
12639,22%,northbound,sharks,10/1401
12640,21%,southbound,pirates,10/1401
12641,12%,southbound,harpy,10/1401
12642,22%,northbound,merpeople,10/1401
12643,74%,southbound,water elemental,10/1401
12644,8%,southbound,harpy,10/1401
12645,21%,northbound,pirates,10/1401
12646,76%,northbound,crabmonsters,10/1401
12647,80%,northbound,nessie,10/1401
12648,20%,northbound,harpy,10/1401
12649,85%,northbound,crabmonsters,10/1401
12650,100%+,southbound,unknown,10/1401
12651,100%+,southbound,unknown,10/1401
12652,88%,southbound,merpeople,10/1401
12653,15%,northbound,harpy,10/1401
12654,11%,southbound,harpy,10/1401
12655,30%,northbound,sharks,10/1401
12656,74%,southbound,water elemental,10/1401
12657,18%,northbound,harpy,10/1401
12658,83%,northbound,nessie,10/1401
12659,16%,southbound,harpy,10/1401
12660,39%,southbound,sharks,10/1401
12661,30%,northbound,sharks,10/1401
12662,74%,northbound,water elemental,10/1401
12663,84%,southbound,nessie,10/1401
12664,80%,southbound,water elemental,10/1401
12665,13%,southbound,harpy,10/1401
12666,17%,northbound,sharks,10/1401
12667,42%,southbound,pirates,10/1401
12668,92%,southbound,nessie,10/1401
12669,29%,southbound,sharks,10/1401
12670,14%,southbound,sharks,10/1401
12671,74%,northbound,water elemental,10/1401
12672,5%,northbound,sharks,10/1401
12673,40%,southbound,kraken,10/1401
12674,18%,southbound,harpy,10/1401
12675,46%,southbound,pirates,10/1401
12676,100%+,northbound,unknown,10/1401
12677,82%,southbound,nessie,10/1401
12678,33%,southbound,crabmonsters,10/1401
12679,53%,southbound,kraken,10/1401
12680,76%,northbound,water elemental,10/1401
12681,19%,southbound,pirates,11/1401
12682,76%,southbound,water elemental,11/1401
12683,37%,southbound,merpeople,11/1401
12684,19%,southbound,pirates,11/1401
12685,19%,southbound,pirates,11/1401
12686,98%,northbound,nessie,11/1401
12687,24%,northbound,pirates,11/1401
12688,80%,southbound,nessie,11/1401
12689,21%,southbound,sharks,11/1401
12690,20%,southbound,sharks,11/1401
12691,83%,northbound,water elemental,11/1401
12692,12%,northbound,crabmonsters,11/1401
12693,81%,northbound,water elemental,11/1401
12694,13%,southbound,harpy,11/1401
12695,46%,southbound,pirates,11/1401
12696,20%,northbound,sharks,11/1401
12697,11%,southbound,harpy,11/1401
12698,66%,northbound,kraken,11/1401
12699,19%,southbound,pirates,11/1401
12700,17%,southbound,pirates,11/1401
12701,15%,southbound,pirates,11/1401
12702,18%,northbound,pirates,11/1401
12703,88%,northbound,merpeople,11/1401
12704,50%,northbound,merpeople,11/1401
12705,86%,northbound,nessie,11/1401
12706,48%,northbound,merpeople,11/1401
12707,54%,northbound,merpeople,11/1401
12708,36%,southbound,pirates,11/1401
12709,16%,southbound,harpy,11/1401
12710,60%,northbound,kraken,11/1401
12711,40%,southbound,kraken,11/1401
12712,17%,southbound,sharks,11/1401
12713,11%,southbound,harpy,11/1401
12714,100%+,northbound,unknown,11/1401
12715,18%,southbound,sharks,11/1401
12716,16%,southbound,pirates,11/1401
12717,29%,southbound,crabmonsters,11/1401
12718,14%,southbound,pirates,11/1401
12719,78%,northbound,nessie,11/1401
12720,21%,northbound,sharks,11/1401
12721,43%,northbound,merpeople,11/1401
12722,83%,northbound,crabmonsters,11/1401
12723,83%,southbound,water elemental,11/1401
12724,75%,northbound,water elemental,11/1401
12725,25%,northbound,pirates,11/1401
12726,23%,northbound,sharks,11/1401
12727,21%,northbound,pirates,11/1401
12728,82%,southbound,water elemental,11/1401
12729,75%,northbound,water elemental,11/1401
12730,100%+,southbound,unknown,11/1401
12731,27%,northbound,sharks,11/1401
12732,1%,southbound,crabmonsters,11/1401
12733,100%+,northbound,unknown,11/1401
12734,11%,southbound,sharks,11/1401
12735,44%,southbound,kraken,11/1401
12736,19%,southbound,pirates,11/1401
12737,19%,northbound,pirates,11/1401
12738,100%+,southbound,unknown,11/1401
12739,14%,southbound,sharks,11/1401
12740,36%,southbound,crabmonsters,11/1401
12741,52%,southbound,kraken,11/1401
12742,19%,southbound,harpy,11/1401
12743,100%+,northbound,unknown,11/1401
12744,43%,northbound,merpeople,11/1401
12745,66%,southbound,kraken,11/1401
12746,92%,southbound,nessie,11/1401
12747,28%,northbound,pirates,11/1401
12748,58%,southbound,merpeople,11/1401
12749,49%,northbound,kraken,11/1401
12750,83%,southbound,water elemental,11/1401
12751,50%,southbound,merpeople,11/1401
12752,3%,southbound,crabmonsters,11/1401
12753,16%,southbound,harpy,11/1401
12754,100%+,southbound,unknown,11/1401
12755,51%,northbound,kraken,11/1401
12756,100%+,northbound,unknown,11/1401
12757,59%,southbound,kraken,11/1401
12758,100%+,southbound,unknown,11/1401
12759,84%,southbound,nessie,11/1401
12760,51%,southbound,pirates,11/1401
12761,18%,southbound,sharks,11/1401
12762,100%+,southbound,unknown,11/1401
12763,10%,southbound,sharks,11/1401
12764,100%+,southbound,unknown,11/1401
12765,21%,southbound,sharks,11/1401
12766,52%,northbound,kraken,11/1401
12767,24%,northbound,sharks,11/1401
12768,31%,southbound,pirates,11/1401
12769,70%,southbound,kraken,11/1401
12770,48%,northbound,kraken,11/1401
12771,19%,southbound,pirates,11/1401
12772,46%,southbound,merpeople,11/1401
12773,30%,northbound,sharks,11/1401
12774,81%,southbound,water elemental,11/1401
12775,8%,southbound,harpy,11/1401
12776,30%,southbound,sharks,11/1401
12777,44%,northbound,pirates,11/1401
12778,83%,northbound,water elemental,11/1401
12779,19%,northbound,sharks,11/1401
12780,82%,southbound,water elemental,11/1401
12781,16%,northbound,pirates,11/1401
12782,8%,northbound,harpy,11/1401
12783,59%,southbound,kraken,11/1401
12784,100%+,northbound,unknown,11/1401
12785,25%,northbound,pirates,11/1401
12786,18%,northbound,pirates,11/1401
12787,27%,southbound,sharks,11/1401
12788,32%,northbound,sharks,11/1401
12789,74%,southbound,water elemental,11/1401
12790,100%+,southbound,unknown,11/1401
12791,100%+,southbound,unknown,11/1401
12792,100%+,northbound,unknown,11/1401
12793,19%,northbound,sharks,11/1401
12794,61%,northbound,merpeople,11/1401
12795,79%,southbound,water elemental,11/1401
12796,30%,northbound,sharks,11/1401
12797,23%,southbound,pirates,11/1401
12798,40%,southbound,merpeople,11/1401
12799,29%,northbound,sharks,11/1401
12800,26%,southbound,crabmonsters,11/1401
12801,33%,southbound,sharks,11/1401
12802,82%,northbound,water elemental,11/1401
12803,39%,southbound,kraken,11/1401
12804,34%,southbound,sharks,11/1401
12805,74%,southbound,water elemental,11/1401
12806,63%,northbound,kraken,11/1401
12807,49%,southbound,merpeople,11/1401
12808,100%+,northbound,unknown,11/1401
12809,15%,southbound,pirates,11/1401
12810,73%,southbound,nessie,11/1401
12811,100%+,southbound,unknown,11/1401
12812,11%,northbound,harpy,11/1401
12813,54%,northbound,merpeople,11/1401
12814,14%,southbound,pirates,11/1401
12815,50%,northbound,kraken,11/1401
12816,63%,southbound,merpeople,11/1401
12817,45%,southbound,kraken,11/1401
